case_id,category,difficulty,nl_query,sql,tables_used,columns_used,join_edges,expected_ambiguities,source_template,template_variant,notes
gold_054,store_sales,medium,Store net sales in TN for Music during month 2 of 2001.,"
        SELECT rl.state, m.category, cd.year, cd.month_of_year, SUM(sp.net_paid) AS net_paid
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN retail_locations rl ON sp.retail_location_ref = rl.retail_location_record
        JOIN merchandise m ON sp.merchandise_ref = m.merchandise_record
        WHERE rl.state = 'TN' AND m.category = 'Music' AND cd.year = 2001 AND cd.month_of_year = 2
        GROUP BY rl.state, m.category, cd.year, cd.month_of_year
        ",calendar_days;merchandise;retail_locations;store_purchases,calendar_days.calendar_day_record;calendar_days.month_of_year;calendar_days.year;merchandise.category;merchandise.merchandise_record;retail_locations.retail_location_record;retail_locations.state;store_purchases.merchandise_ref;store_purchases.net_paid;store_purchases.retail_location_ref;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;merchandise.merchandise_record = store_purchases.merchandise_ref;retail_locations.retail_location_record = store_purchases.retail_location_ref,,store_sales_location,2,Store geography and product.
gold_055,store_sales,medium,Store net sales in TN for Music during month 3 of 2001.,"
        SELECT rl.state, m.category, cd.year, cd.month_of_year, SUM(sp.net_paid) AS net_paid
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN retail_locations rl ON sp.retail_location_ref = rl.retail_location_record
        JOIN merchandise m ON sp.merchandise_ref = m.merchandise_record
        WHERE rl.state = 'TN' AND m.category = 'Music' AND cd.year = 2001 AND cd.month_of_year = 3
        GROUP BY rl.state, m.category, cd.year, cd.month_of_year
        ",calendar_days;merchandise;retail_locations;store_purchases,calendar_days.calendar_day_record;calendar_days.month_of_year;calendar_days.year;merchandise.category;merchandise.merchandise_record;retail_locations.retail_location_record;retail_locations.state;store_purchases.merchandise_ref;store_purchases.net_paid;store_purchases.retail_location_ref;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;merchandise.merchandise_record = store_purchases.merchandise_ref;retail_locations.retail_location_record = store_purchases.retail_location_ref,,store_sales_location,3,Store geography and product.
gold_056,store_sales,medium,Store net sales in TN for Music during month 4 of 2001.,"
        SELECT rl.state, m.category, cd.year, cd.month_of_year, SUM(sp.net_paid) AS net_paid
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN retail_locations rl ON sp.retail_location_ref = rl.retail_location_record
        JOIN merchandise m ON sp.merchandise_ref = m.merchandise_record
        WHERE rl.state = 'TN' AND m.category = 'Music' AND cd.year = 2001 AND cd.month_of_year = 4
        GROUP BY rl.state, m.category, cd.year, cd.month_of_year
        ",calendar_days;merchandise;retail_locations;store_purchases,calendar_days.calendar_day_record;calendar_days.month_of_year;calendar_days.year;merchandise.category;merchandise.merchandise_record;retail_locations.retail_location_record;retail_locations.state;store_purchases.merchandise_ref;store_purchases.net_paid;store_purchases.retail_location_ref;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;merchandise.merchandise_record = store_purchases.merchandise_ref;retail_locations.retail_location_record = store_purchases.retail_location_ref,,store_sales_location,4,Store geography and product.
gold_057,store_sales,hard,Store Music customers in 2001 by F purchase-time profile and income band.,"
        SELECT cp.gender, ir.lower_bound, ir.upper_bound, m.category, cd.year, COUNT(DISTINCT sp.client_ref) AS customers
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN client_profiles cp ON sp.client_profile_ref = cp.client_profile_record
        JOIN household_profiles hp ON sp.household_profile_ref = hp.household_profile_record
        JOIN income_ranges ir ON hp.income_range_ref = ir.income_range_record
        JOIN merchandise m ON sp.merchandise_ref = m.merchandise_record
        WHERE cp.gender = 'F' AND m.category = 'Music' AND cd.year = 2001
        GROUP BY cp.gender, ir.lower_bound, ir.upper_bound, m.category, cd.year
        ",calendar_days;client_profiles;household_profiles;income_ranges;merchandise;store_purchases,calendar_days.calendar_day_record;calendar_days.year;client_profiles.client_profile_record;client_profiles.gender;household_profiles.household_profile_record;household_profiles.income_range_ref;income_ranges.income_range_record;income_ranges.lower_bound;income_ranges.upper_bound;merchandise.category;merchandise.merchandise_record;store_purchases.client_profile_ref;store_purchases.client_ref;store_purchases.household_profile_ref;store_purchases.merchandise_ref;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;client_profiles.client_profile_record = store_purchases.client_profile_ref;household_profiles.household_profile_record = store_purchases.household_profile_ref;household_profiles.income_range_ref = income_ranges.income_range_record;merchandise.merchandise_record = store_purchases.merchandise_ref,,store_customer_demographics,1,Store transaction-time demographics.
gold_058,store_sales,hard,Store Music customers in 2002 by F purchase-time profile and income band.,"
        SELECT cp.gender, ir.lower_bound, ir.upper_bound, m.category, cd.year, COUNT(DISTINCT sp.client_ref) AS customers
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN client_profiles cp ON sp.client_profile_ref = cp.client_profile_record
        JOIN household_profiles hp ON sp.household_profile_ref = hp.household_profile_record
        JOIN income_ranges ir ON hp.income_range_ref = ir.income_range_record
        JOIN merchandise m ON sp.merchandise_ref = m.merchandise_record
        WHERE cp.gender = 'F' AND m.category = 'Music' AND cd.year = 2002
        GROUP BY cp.gender, ir.lower_bound, ir.upper_bound, m.category, cd.year
        ",calendar_days;client_profiles;household_profiles;income_ranges;merchandise;store_purchases,calendar_days.calendar_day_record;calendar_days.year;client_profiles.client_profile_record;client_profiles.gender;household_profiles.household_profile_record;household_profiles.income_range_ref;income_ranges.income_range_record;income_ranges.lower_bound;income_ranges.upper_bound;merchandise.category;merchandise.merchandise_record;store_purchases.client_profile_ref;store_purchases.client_ref;store_purchases.household_profile_ref;store_purchases.merchandise_ref;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;client_profiles.client_profile_record = store_purchases.client_profile_ref;household_profiles.household_profile_record = store_purchases.household_profile_ref;household_profiles.income_range_ref = income_ranges.income_range_record;merchandise.merchandise_record = store_purchases.merchandise_ref,,store_customer_demographics,2,Store transaction-time demographics.
gold_059,store_sales,hard,Store Music customers in 2003 by F purchase-time profile and income band.,"
        SELECT cp.gender, ir.lower_bound, ir.upper_bound, m.category, cd.year, COUNT(DISTINCT sp.client_ref) AS customers
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN client_profiles cp ON sp.client_profile_ref = cp.client_profile_record
        JOIN household_profiles hp ON sp.household_profile_ref = hp.household_profile_record
        JOIN income_ranges ir ON hp.income_range_ref = ir.income_range_record
        JOIN merchandise m ON sp.merchandise_ref = m.merchandise_record
        WHERE cp.gender = 'F' AND m.category = 'Music' AND cd.year = 2003
        GROUP BY cp.gender, ir.lower_bound, ir.upper_bound, m.category, cd.year
        ",calendar_days;client_profiles;household_profiles;income_ranges;merchandise;store_purchases,calendar_days.calendar_day_record;calendar_days.year;client_profiles.client_profile_record;client_profiles.gender;household_profiles.household_profile_record;household_profiles.income_range_ref;income_ranges.income_range_record;income_ranges.lower_bound;income_ranges.upper_bound;merchandise.category;merchandise.merchandise_record;store_purchases.client_profile_ref;store_purchases.client_ref;store_purchases.household_profile_ref;store_purchases.merchandise_ref;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;client_profiles.client_profile_record = store_purchases.client_profile_ref;household_profiles.household_profile_record = store_purchases.household_profile_ref;household_profiles.income_range_ref = income_ranges.income_range_record;merchandise.merchandise_record = store_purchases.merchandise_ref,,store_customer_demographics,3,Store transaction-time demographics.
gold_060,store_sales,hard,Store Music customers in 2004 by F purchase-time profile and income band.,"
        SELECT cp.gender, ir.lower_bound, ir.upper_bound, m.category, cd.year, COUNT(DISTINCT sp.client_ref) AS customers
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN client_profiles cp ON sp.client_profile_ref = cp.client_profile_record
        JOIN household_profiles hp ON sp.household_profile_ref = hp.household_profile_record
        JOIN income_ranges ir ON hp.income_range_ref = ir.income_range_record
        JOIN merchandise m ON sp.merchandise_ref = m.merchandise_record
        WHERE cp.gender = 'F' AND m.category = 'Music' AND cd.year = 2004
        GROUP BY cp.gender, ir.lower_bound, ir.upper_bound, m.category, cd.year
        ",calendar_days;client_profiles;household_profiles;income_ranges;merchandise;store_purchases,calendar_days.calendar_day_record;calendar_days.year;client_profiles.client_profile_record;client_profiles.gender;household_profiles.household_profile_record;household_profiles.income_range_ref;income_ranges.income_range_record;income_ranges.lower_bound;income_ranges.upper_bound;merchandise.category;merchandise.merchandise_record;store_purchases.client_profile_ref;store_purchases.client_ref;store_purchases.household_profile_ref;store_purchases.merchandise_ref;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;client_profiles.client_profile_record = store_purchases.client_profile_ref;household_profiles.household_profile_record = store_purchases.household_profile_ref;household_profiles.income_range_ref = income_ranges.income_range_record;merchandise.merchandise_record = store_purchases.merchandise_ref,,store_customer_demographics,4,Store transaction-time demographics.
gold_061,store_sales,hard,Store campaign sales for Unknown campaigns by household income band in 2001.,"
        SELECT mc.purpose, ir.lower_bound, ir.upper_bound, cd.year, SUM(sp.net_paid) AS net_paid, COUNT(DISTINCT sp.client_ref) AS customers
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN marketing_campaigns mc ON sp.campaign_ref = mc.campaign_record
        JOIN household_profiles hp ON sp.household_profile_ref = hp.household_profile_record
        JOIN income_ranges ir ON hp.income_range_ref = ir.income_range_record
        WHERE mc.purpose = 'Unknown' AND cd.year = 2001
        GROUP BY mc.purpose, ir.lower_bound, ir.upper_bound, cd.year
        ",calendar_days;household_profiles;income_ranges;marketing_campaigns;store_purchases,calendar_days.calendar_day_record;calendar_days.year;household_profiles.household_profile_record;household_profiles.income_range_ref;income_ranges.income_range_record;income_ranges.lower_bound;income_ranges.upper_bound;marketing_campaigns.campaign_record;marketing_campaigns.purpose;store_purchases.campaign_ref;store_purchases.client_ref;store_purchases.household_profile_ref;store_purchases.net_paid;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;household_profiles.household_profile_record = store_purchases.household_profile_ref;household_profiles.income_range_ref = income_ranges.income_range_record;marketing_campaigns.campaign_record = store_purchases.campaign_ref,,store_campaign_income,1,Store campaign and household income.
gold_062,store_sales,hard,Store campaign sales for Unknown campaigns by household income band in 2002.,"
        SELECT mc.purpose, ir.lower_bound, ir.upper_bound, cd.year, SUM(sp.net_paid) AS net_paid, COUNT(DISTINCT sp.client_ref) AS customers
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN marketing_campaigns mc ON sp.campaign_ref = mc.campaign_record
        JOIN household_profiles hp ON sp.household_profile_ref = hp.household_profile_record
        JOIN income_ranges ir ON hp.income_range_ref = ir.income_range_record
        WHERE mc.purpose = 'Unknown' AND cd.year = 2002
        GROUP BY mc.purpose, ir.lower_bound, ir.upper_bound, cd.year
        ",calendar_days;household_profiles;income_ranges;marketing_campaigns;store_purchases,calendar_days.calendar_day_record;calendar_days.year;household_profiles.household_profile_record;household_profiles.income_range_ref;income_ranges.income_range_record;income_ranges.lower_bound;income_ranges.upper_bound;marketing_campaigns.campaign_record;marketing_campaigns.purpose;store_purchases.campaign_ref;store_purchases.client_ref;store_purchases.household_profile_ref;store_purchases.net_paid;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;household_profiles.household_profile_record = store_purchases.household_profile_ref;household_profiles.income_range_ref = income_ranges.income_range_record;marketing_campaigns.campaign_record = store_purchases.campaign_ref,,store_campaign_income,2,Store campaign and household income.
gold_063,store_sales,hard,Store campaign sales for Unknown campaigns by household income band in 2003.,"
        SELECT mc.purpose, ir.lower_bound, ir.upper_bound, cd.year, SUM(sp.net_paid) AS net_paid, COUNT(DISTINCT sp.client_ref) AS customers
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN marketing_campaigns mc ON sp.campaign_ref = mc.campaign_record
        JOIN household_profiles hp ON sp.household_profile_ref = hp.household_profile_record
        JOIN income_ranges ir ON hp.income_range_ref = ir.income_range_record
        WHERE mc.purpose = 'Unknown' AND cd.year = 2003
        GROUP BY mc.purpose, ir.lower_bound, ir.upper_bound, cd.year
        ",calendar_days;household_profiles;income_ranges;marketing_campaigns;store_purchases,calendar_days.calendar_day_record;calendar_days.year;household_profiles.household_profile_record;household_profiles.income_range_ref;income_ranges.income_range_record;income_ranges.lower_bound;income_ranges.upper_bound;marketing_campaigns.campaign_record;marketing_campaigns.purpose;store_purchases.campaign_ref;store_purchases.client_ref;store_purchases.household_profile_ref;store_purchases.net_paid;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;household_profiles.household_profile_record = store_purchases.household_profile_ref;household_profiles.income_range_ref = income_ranges.income_range_record;marketing_campaigns.campaign_record = store_purchases.campaign_ref,,store_campaign_income,3,Store campaign and household income.
gold_064,store_sales,hard,Store campaign sales for Unknown campaigns by household income band in 2004.,"
        SELECT mc.purpose, ir.lower_bound, ir.upper_bound, cd.year, SUM(sp.net_paid) AS net_paid, COUNT(DISTINCT sp.client_ref) AS customers
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN marketing_campaigns mc ON sp.campaign_ref = mc.campaign_record
        JOIN household_profiles hp ON sp.household_profile_ref = hp.household_profile_record
        JOIN income_ranges ir ON hp.income_range_ref = ir.income_range_record
        WHERE mc.purpose = 'Unknown' AND cd.year = 2004
        GROUP BY mc.purpose, ir.lower_bound, ir.upper_bound, cd.year
        ",calendar_days;household_profiles;income_ranges;marketing_campaigns;store_purchases,calendar_days.calendar_day_record;calendar_days.year;household_profiles.household_profile_record;household_profiles.income_range_ref;income_ranges.income_range_record;income_ranges.lower_bound;income_ranges.upper_bound;marketing_campaigns.campaign_record;marketing_campaigns.purpose;store_purchases.campaign_ref;store_purchases.client_ref;store_purchases.household_profile_ref;store_purchases.net_paid;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;household_profiles.household_profile_record = store_purchases.household_profile_ref;household_profiles.income_range_ref = income_ranges.income_range_record;marketing_campaigns.campaign_record = store_purchases.campaign_ref,,store_campaign_income,4,Store campaign and household income.
gold_065,store_sales,medium,Store sales during first shift in TN stores for 2001.,"
        SELECT ct.shift, rl.state, cd.year, SUM(sp.net_paid) AS net_paid, COUNT(*) AS rows
        FROM store_purchases sp
        JOIN clock_times ct ON sp.sale_clock_time_ref = ct.clock_time_record
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN retail_locations rl ON sp.retail_location_ref = rl.retail_location_record
        WHERE ct.shift = 'first' AND rl.state = 'TN' AND cd.year = 2001
        GROUP BY ct.shift, rl.state, cd.year
        ",calendar_days;clock_times;retail_locations;store_purchases,calendar_days.calendar_day_record;calendar_days.year;clock_times.clock_time_record;clock_times.shift;retail_locations.retail_location_record;retail_locations.state;store_purchases.net_paid;store_purchases.retail_location_ref;store_purchases.sale_calendar_day_ref;store_purchases.sale_clock_time_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;clock_times.clock_time_record = store_purchases.sale_clock_time_ref;retail_locations.retail_location_record = store_purchases.retail_location_ref,,store_clock_sales,1,Clock time sales analysis.
gold_066,store_sales,medium,Store sales during first shift in TN stores for 2002.,"
        SELECT ct.shift, rl.state, cd.year, SUM(sp.net_paid) AS net_paid, COUNT(*) AS rows
        FROM store_purchases sp
        JOIN clock_times ct ON sp.sale_clock_time_ref = ct.clock_time_record
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN retail_locations rl ON sp.retail_location_ref = rl.retail_location_record
        WHERE ct.shift = 'first' AND rl.state = 'TN' AND cd.year = 2002
        GROUP BY ct.shift, rl.state, cd.year
        ",calendar_days;clock_times;retail_locations;store_purchases,calendar_days.calendar_day_record;calendar_days.year;clock_times.clock_time_record;clock_times.shift;retail_locations.retail_location_record;retail_locations.state;store_purchases.net_paid;store_purchases.retail_location_ref;store_purchases.sale_calendar_day_ref;store_purchases.sale_clock_time_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;clock_times.clock_time_record = store_purchases.sale_clock_time_ref;retail_locations.retail_location_record = store_purchases.retail_location_ref,,store_clock_sales,2,Clock time sales analysis.
gold_067,store_sales,medium,Store sales during first shift in TN stores for 2003.,"
        SELECT ct.shift, rl.state, cd.year, SUM(sp.net_paid) AS net_paid, COUNT(*) AS rows
        FROM store_purchases sp
        JOIN clock_times ct ON sp.sale_clock_time_ref = ct.clock_time_record
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN retail_locations rl ON sp.retail_location_ref = rl.retail_location_record
        WHERE ct.shift = 'first' AND rl.state = 'TN' AND cd.year = 2003
        GROUP BY ct.shift, rl.state, cd.year
        ",calendar_days;clock_times;retail_locations;store_purchases,calendar_days.calendar_day_record;calendar_days.year;clock_times.clock_time_record;clock_times.shift;retail_locations.retail_location_record;retail_locations.state;store_purchases.net_paid;store_purchases.retail_location_ref;store_purchases.sale_calendar_day_ref;store_purchases.sale_clock_time_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;clock_times.clock_time_record = store_purchases.sale_clock_time_ref;retail_locations.retail_location_record = store_purchases.retail_location_ref,,store_clock_sales,3,Clock time sales analysis.
gold_068,store_sales,medium,Store sales during first shift in TN stores for 2004.,"
        SELECT ct.shift, rl.state, cd.year, SUM(sp.net_paid) AS net_paid, COUNT(*) AS rows
        FROM store_purchases sp
        JOIN clock_times ct ON sp.sale_clock_time_ref = ct.clock_time_record
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN retail_locations rl ON sp.retail_location_ref = rl.retail_location_record
        WHERE ct.shift = 'first' AND rl.state = 'TN' AND cd.year = 2004
        GROUP BY ct.shift, rl.state, cd.year
        ",calendar_days;clock_times;retail_locations;store_purchases,calendar_days.calendar_day_record;calendar_days.year;clock_times.clock_time_record;clock_times.shift;retail_locations.retail_location_record;retail_locations.state;store_purchases.net_paid;store_purchases.retail_location_ref;store_purchases.sale_calendar_day_ref;store_purchases.sale_clock_time_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;clock_times.clock_time_record = store_purchases.sale_clock_time_ref;retail_locations.retail_location_record = store_purchases.retail_location_ref,,store_clock_sales,4,Clock time sales analysis.
gold_069,returns,medium,Store refund amount for Music products with return reason reason 31 in 2001.,"
        SELECT rr.reason_description, m.category, cd.year, SUM(sr.return_amount) AS return_amount
        FROM store_refunds sr
        JOIN calendar_days cd ON sr.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON sr.return_reason_ref = rr.return_reason_record
        JOIN merchandise m ON sr.merchandise_ref = m.merchandise_record
        WHERE rr.reason_description = 'reason 31' AND m.category = 'Music' AND cd.year = 2001
        GROUP BY rr.reason_description, m.category, cd.year
        ",calendar_days;merchandise;return_reasons;store_refunds,calendar_days.calendar_day_record;calendar_days.year;merchandise.category;merchandise.merchandise_record;return_reasons.reason_description;return_reasons.return_reason_record;store_refunds.merchandise_ref;store_refunds.return_amount;store_refunds.return_calendar_day_ref;store_refunds.return_reason_ref,calendar_days.calendar_day_record = store_refunds.return_calendar_day_ref;merchandise.merchandise_record = store_refunds.merchandise_ref;return_reasons.return_reason_record = store_refunds.return_reason_ref,,store_refunds_reason,1,Store returns by reason.
gold_070,returns,medium,Store refund amount for Music products with return reason reason 31 in 2002.,"
        SELECT rr.reason_description, m.category, cd.year, SUM(sr.return_amount) AS return_amount
        FROM store_refunds sr
        JOIN calendar_days cd ON sr.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON sr.return_reason_ref = rr.return_reason_record
        JOIN merchandise m ON sr.merchandise_ref = m.merchandise_record
        WHERE rr.reason_description = 'reason 31' AND m.category = 'Music' AND cd.year = 2002
        GROUP BY rr.reason_description, m.category, cd.year
        ",calendar_days;merchandise;return_reasons;store_refunds,calendar_days.calendar_day_record;calendar_days.year;merchandise.category;merchandise.merchandise_record;return_reasons.reason_description;return_reasons.return_reason_record;store_refunds.merchandise_ref;store_refunds.return_amount;store_refunds.return_calendar_day_ref;store_refunds.return_reason_ref,calendar_days.calendar_day_record = store_refunds.return_calendar_day_ref;merchandise.merchandise_record = store_refunds.merchandise_ref;return_reasons.return_reason_record = store_refunds.return_reason_ref,,store_refunds_reason,2,Store returns by reason.
gold_071,returns,medium,Store refund amount for Music products with return reason reason 31 in 2003.,"
        SELECT rr.reason_description, m.category, cd.year, SUM(sr.return_amount) AS return_amount
        FROM store_refunds sr
        JOIN calendar_days cd ON sr.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON sr.return_reason_ref = rr.return_reason_record
        JOIN merchandise m ON sr.merchandise_ref = m.merchandise_record
        WHERE rr.reason_description = 'reason 31' AND m.category = 'Music' AND cd.year = 2003
        GROUP BY rr.reason_description, m.category, cd.year
        ",calendar_days;merchandise;return_reasons;store_refunds,calendar_days.calendar_day_record;calendar_days.year;merchandise.category;merchandise.merchandise_record;return_reasons.reason_description;return_reasons.return_reason_record;store_refunds.merchandise_ref;store_refunds.return_amount;store_refunds.return_calendar_day_ref;store_refunds.return_reason_ref,calendar_days.calendar_day_record = store_refunds.return_calendar_day_ref;merchandise.merchandise_record = store_refunds.merchandise_ref;return_reasons.return_reason_record = store_refunds.return_reason_ref,,store_refunds_reason,3,Store returns by reason.
gold_072,returns,medium,Store refund amount for Music products with return reason reason 31 in 2004.,"
        SELECT rr.reason_description, m.category, cd.year, SUM(sr.return_amount) AS return_amount
        FROM store_refunds sr
        JOIN calendar_days cd ON sr.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON sr.return_reason_ref = rr.return_reason_record
        JOIN merchandise m ON sr.merchandise_ref = m.merchandise_record
        WHERE rr.reason_description = 'reason 31' AND m.category = 'Music' AND cd.year = 2004
        GROUP BY rr.reason_description, m.category, cd.year
        ",calendar_days;merchandise;return_reasons;store_refunds,calendar_days.calendar_day_record;calendar_days.year;merchandise.category;merchandise.merchandise_record;return_reasons.reason_description;return_reasons.return_reason_record;store_refunds.merchandise_ref;store_refunds.return_amount;store_refunds.return_calendar_day_ref;store_refunds.return_reason_ref,calendar_days.calendar_day_record = store_refunds.return_calendar_day_ref;merchandise.merchandise_record = store_refunds.merchandise_ref;return_reasons.return_reason_record = store_refunds.return_reason_ref,,store_refunds_reason,4,Store returns by reason.
gold_073,returns,hard,Store refunds by F customer profile and reason reason 31 in 2001.,"
        SELECT cp.gender, rr.reason_description, cd.year, SUM(sr.return_amount) AS return_amount
        FROM store_refunds sr
        JOIN calendar_days cd ON sr.return_calendar_day_ref = cd.calendar_day_record
        JOIN client_profiles cp ON sr.client_profile_ref = cp.client_profile_record
        JOIN return_reasons rr ON sr.return_reason_ref = rr.return_reason_record
        WHERE cp.gender = 'F' AND rr.reason_description = 'reason 31' AND cd.year = 2001
        GROUP BY cp.gender, rr.reason_description, cd.year
        ",calendar_days;client_profiles;return_reasons;store_refunds,calendar_days.calendar_day_record;calendar_days.year;client_profiles.client_profile_record;client_profiles.gender;return_reasons.reason_description;return_reasons.return_reason_record;store_refunds.client_profile_ref;store_refunds.return_amount;store_refunds.return_calendar_day_ref;store_refunds.return_reason_ref,calendar_days.calendar_day_record = store_refunds.return_calendar_day_ref;client_profiles.client_profile_record = store_refunds.client_profile_ref;return_reasons.return_reason_record = store_refunds.return_reason_ref,,store_refunds_profile,1,Store refund transaction-time customer profile.
gold_074,returns,hard,Store refunds by F customer profile and reason reason 31 in 2002.,"
        SELECT cp.gender, rr.reason_description, cd.year, SUM(sr.return_amount) AS return_amount
        FROM store_refunds sr
        JOIN calendar_days cd ON sr.return_calendar_day_ref = cd.calendar_day_record
        JOIN client_profiles cp ON sr.client_profile_ref = cp.client_profile_record
        JOIN return_reasons rr ON sr.return_reason_ref = rr.return_reason_record
        WHERE cp.gender = 'F' AND rr.reason_description = 'reason 31' AND cd.year = 2002
        GROUP BY cp.gender, rr.reason_description, cd.year
        ",calendar_days;client_profiles;return_reasons;store_refunds,calendar_days.calendar_day_record;calendar_days.year;client_profiles.client_profile_record;client_profiles.gender;return_reasons.reason_description;return_reasons.return_reason_record;store_refunds.client_profile_ref;store_refunds.return_amount;store_refunds.return_calendar_day_ref;store_refunds.return_reason_ref,calendar_days.calendar_day_record = store_refunds.return_calendar_day_ref;client_profiles.client_profile_record = store_refunds.client_profile_ref;return_reasons.return_reason_record = store_refunds.return_reason_ref,,store_refunds_profile,2,Store refund transaction-time customer profile.
gold_075,returns,hard,Store refunds by F customer profile and reason reason 31 in 2003.,"
        SELECT cp.gender, rr.reason_description, cd.year, SUM(sr.return_amount) AS return_amount
        FROM store_refunds sr
        JOIN calendar_days cd ON sr.return_calendar_day_ref = cd.calendar_day_record
        JOIN client_profiles cp ON sr.client_profile_ref = cp.client_profile_record
        JOIN return_reasons rr ON sr.return_reason_ref = rr.return_reason_record
        WHERE cp.gender = 'F' AND rr.reason_description = 'reason 31' AND cd.year = 2003
        GROUP BY cp.gender, rr.reason_description, cd.year
        ",calendar_days;client_profiles;return_reasons;store_refunds,calendar_days.calendar_day_record;calendar_days.year;client_profiles.client_profile_record;client_profiles.gender;return_reasons.reason_description;return_reasons.return_reason_record;store_refunds.client_profile_ref;store_refunds.return_amount;store_refunds.return_calendar_day_ref;store_refunds.return_reason_ref,calendar_days.calendar_day_record = store_refunds.return_calendar_day_ref;client_profiles.client_profile_record = store_refunds.client_profile_ref;return_reasons.return_reason_record = store_refunds.return_reason_ref,,store_refunds_profile,3,Store refund transaction-time customer profile.
gold_076,returns,hard,Store refunds by F customer profile and reason reason 31 in 2004.,"
        SELECT cp.gender, rr.reason_description, cd.year, SUM(sr.return_amount) AS return_amount
        FROM store_refunds sr
        JOIN calendar_days cd ON sr.return_calendar_day_ref = cd.calendar_day_record
        JOIN client_profiles cp ON sr.client_profile_ref = cp.client_profile_record
        JOIN return_reasons rr ON sr.return_reason_ref = rr.return_reason_record
        WHERE cp.gender = 'F' AND rr.reason_description = 'reason 31' AND cd.year = 2004
        GROUP BY cp.gender, rr.reason_description, cd.year
        ",calendar_days;client_profiles;return_reasons;store_refunds,calendar_days.calendar_day_record;calendar_days.year;client_profiles.client_profile_record;client_profiles.gender;return_reasons.reason_description;return_reasons.return_reason_record;store_refunds.client_profile_ref;store_refunds.return_amount;store_refunds.return_calendar_day_ref;store_refunds.return_reason_ref,calendar_days.calendar_day_record = store_refunds.return_calendar_day_ref;client_profiles.client_profile_record = store_refunds.client_profile_ref;return_reasons.return_reason_record = store_refunds.return_reason_ref,,store_refunds_profile,4,Store refund transaction-time customer profile.
